pelicula,genero,duracion,minutosVistos,porcentajeVisto,numeroVistas,calificacionUsuario,clasificacion
Fight Club,Drama,139,45.0,32.37410071942446,0.0,3.7471762682288663,1
Inception,Ciencia Ficcion,148,53.0,35.810810810810814,0.0,4.397936546222842,1
Interstellar,Ciencia Ficcion,169,107.0,63.31360946745562,0.0,3.796304798349127,0
The Godfather,Crimen,175,8.0,4.571428571428571,3.0,2.62459772686911,-1
Fight Club,Drama,139,83.0,59.71223021582733,3.0,3.842975931144905,1
The Matrix,Ciencia Ficcion,136,11.0,8.088235294117647,7.0,2.4375367382823576,0
Interstellar,Ciencia Ficcion,169,33.0,19.526627218934912,3.0,3.9457002861075736,1
The Shawshank Redemption,Suspenso,144,63.0,43.75,4.0,1.9866274815067109,0
The Matrix,Ciencia Ficcion,136,113.0,83.08823529411765,1.0,4.563641125698577,1
The Matrix,Ciencia Ficcion,136,53.0,38.970588235294116,2.0,2.6740486590871417,0
Pulp Fiction,Crimen,154,36.0,23.376623376623375,0.0,4.720477116982096,1
The Matrix,Ciencia Ficcion,136,12.0,8.823529411764707,4.0,1.5197064406412133,-1
Fight Club,Drama,139,105.0,75.53956834532374,2.0,4.006229831035895,1
Pulp Fiction,Crimen,154,127.0,82.46753246753246,1.0,1.0,1
Gladiator,Accion,155,59.0,38.064516129032256,5.0,3.4460721135600467,0
Coco,Infantil,105,105.0,100.0,1.0,2.6641391082884374,1
Forrest Gump,Drama,142,123.0,86.61971830985915,0.0,3.0748578750847795,1
The Matrix,Ciencia Ficcion,136,46.0,33.82352941176471,4.0,1.1204530564158859,-1
Inception,Ciencia Ficcion,148,6.0,4.054054054054054,4.0,3.1255766586291225,0
Titanic,Romance,195,30.0,15.384615384615385,9.0,2.3329398858776296,-1
The Godfather,Crimen,175,152.0,86.85714285714286,3.0,1.99184306925551,1
The Matrix,Ciencia Ficcion,136,35.0,25.735294117647058,4.0,4.93470217449385,1
The Lord of the Rings,Fantasia,178,28.0,15.730337078651685,1.0,1.0,-1
Gladiator,Accion,155,35.0,22.58064516129032,5.0,2.047398904435474,0
The Dark Knight,Accion,152,33.0,21.710526315789476,1.0,2.4145637752140034,0
The Lord of the Rings,Fantasia,178,74.0,41.57303370786517,2.0,3.254428140455098,0
The Shawshank Redemption,Suspenso,144,75.0,52.083333333333336,4.0,1.9014837644761076,0
Titanic,Romance,195,125.0,64.1025641025641,2.0,5.0,1
The Shawshank Redemption,Suspenso,144,74.0,51.388888888888886,3.0,2.932829611366187,0
Coco,Infantil,105,18.0,17.142857142857142,2.0,3.9096137557142874,0
Gladiator,Accion,155,155.0,100.0,0.0,1.4215878677315934,1
The Dark Knight,Accion,152,25.0,16.447368421052634,5.0,1.3008121962417651,-1
The Shawshank Redemption,Suspenso,144,58.0,40.27777777777778,1.0,4.608848930298919,1
The Shawshank Redemption,Suspenso,144,106.0,73.61111111111111,4.0,2.904583518510313,0
The Shawshank Redemption,Suspenso,144,93.0,64.58333333333334,3.0,3.7750619462878334,0
Gladiator,Accion,155,6.0,3.870967741935484,2.0,1.4807745678749464,-1
Titanic,Romance,195,1.0,0.5128205128205128,0.0,3.756145838456555,0
Forrest Gump,Drama,142,20.0,14.084507042253522,0.0,1.7088865015504306,-1
The Godfather,Crimen,175,11.0,6.2857142857142865,1.0,2.23669209893158,0
Gladiator,Accion,155,77.0,49.67741935483871,0.0,1.3351108751357503,0
The Dark Knight,Accion,152,22.0,14.473684210526317,6.0,3.4936998145257325,0
The Matrix,Ciencia Ficcion,136,57.0,41.911764705882355,3.0,2.5568038263110346,0
Coco,Infantil,105,55.0,52.38095238095239,2.0,1.341257004611791,0
Forrest Gump,Drama,142,107.0,75.35211267605634,1.0,2.630701075459287,0
Avengers: Endgame,Accion,181,58.0,32.04419889502763,4.0,4.127845168707435,1
La La Land,Musical,128,58.0,45.3125,0.0,3.5716011506832017,1
Forrest Gump,Drama,142,3.0,2.112676056338028,1.0,4.690877331907497,1
The Matrix,Ciencia Ficcion,136,64.0,47.05882352941176,0.0,4.5159609398332625,1
Inception,Ciencia Ficcion,148,66.0,44.5945945945946,0.0,2.378944641876472,0
Pulp Fiction,Crimen,154,54.0,35.064935064935064,0.0,3.164895678129023,0
The Godfather,Crimen,175,40.0,22.857142857142858,4.0,3.6468451712608467,0
The Godfather,Crimen,175,21.0,12.0,4.0,3.8917767150260474,1
La La Land,Musical,128,13.0,10.15625,4.0,3.6640449303322997,0
Inception,Ciencia Ficcion,148,8.0,5.405405405405405,0.0,1.8885428343614574,-1
Pulp Fiction,Crimen,154,95.0,61.68831168831169,7.0,5.0,1
The Godfather,Crimen,175,90.0,51.42857142857142,0.0,2.259415863945053,0
The Dark Knight,Accion,152,10.0,6.578947368421052,6.0,3.934032320842118,1
Interstellar,Ciencia Ficcion,169,6.0,3.5502958579881656,0.0,2.93793069036892,0
Interstellar,Ciencia Ficcion,169,82.0,48.5207100591716,1.0,2.3571245988616,0
The Godfather,Crimen,175,88.0,50.28571428571429,4.0,3.5314533502145133,0
Avengers: Endgame,Accion,181,54.0,29.83425414364641,6.0,2.6220730162171444,0
Fight Club,Drama,139,14.0,10.071942446043165,7.0,3.268499238967039,0
The Godfather,Crimen,175,3.0,1.7142857142857144,1.0,2.5977088740907064,0
Coco,Infantil,105,105.0,100.0,2.0,3.36171806780879,1
Coco,Infantil,105,105.0,100.0,7.0,4.181697593661071,1
The Matrix,Ciencia Ficcion,136,111.0,81.61764705882352,2.0,2.924370650769833,1
The Matrix,Ciencia Ficcion,136,127.0,93.38235294117648,1.0,3.2737228856627345,1
Avengers: Endgame,Accion,181,36.0,19.88950276243094,2.0,5.0,1
Coco,Infantil,105,85.0,80.95238095238095,6.0,2.669562803115529,1
The Lord of the Rings,Fantasia,178,65.0,36.51685393258427,7.0,2.98027775418054,0
Pulp Fiction,Crimen,154,64.0,41.55844155844156,5.0,1.499000283422861,0
The Shawshank Redemption,Suspenso,144,100.0,69.44444444444444,0.0,1.8373050520436762,0
Forrest Gump,Drama,142,30.0,21.12676056338028,2.0,1.594170703108813,-1
The Dark Knight,Accion,152,27.0,17.763157894736842,6.0,3.025331771747168,0
Inception,Ciencia Ficcion,148,88.0,59.45945945945946,3.0,1.4617468165528706,0
Titanic,Romance,195,89.0,45.64102564102564,0.0,1.0,0
The Godfather,Crimen,175,76.0,43.42857142857143,4.0,1.1421420229629948,0
The Shawshank Redemption,Suspenso,144,67.0,46.52777777777778,2.0,4.4560987085258175,1
The Shawshank Redemption,Suspenso,144,74.0,51.388888888888886,4.0,2.020311081939089,0
The Dark Knight,Accion,152,44.0,28.947368421052634,0.0,3.209318802551626,0
Inception,Ciencia Ficcion,148,74.0,50.0,6.0,5.0,1
La La Land,Musical,128,26.0,20.3125,0.0,2.271788453909436,-1
Avengers: Endgame,Accion,181,59.0,32.59668508287293,2.0,4.404180863881289,1
The Matrix,Ciencia Ficcion,136,91.0,66.91176470588235,0.0,4.8103250247523945,1
Gladiator,Accion,155,76.0,49.03225806451613,5.0,3.0190749427351498,0
The Dark Knight,Accion,152,62.0,40.78947368421053,4.0,3.502820714839642,1
The Shawshank Redemption,Suspenso,144,144.0,100.0,4.0,4.230207002929485,1
Interstellar,Ciencia Ficcion,169,105.0,62.1301775147929,4.0,2.526806128918413,0
The Godfather,Crimen,175,94.0,53.714285714285715,0.0,4.690667605499635,1
Pulp Fiction,Crimen,154,53.0,34.41558441558442,3.0,3.3121331569378807,0
Coco,Infantil,105,45.0,42.857142857142854,5.0,2.500810591680298,0
Interstellar,Ciencia Ficcion,169,51.0,30.17751479289941,3.0,4.7609216435194215,1
The Shawshank Redemption,Suspenso,144,34.0,23.61111111111111,2.0,2.7044405438072054,0
Forrest Gump,Drama,142,77.0,54.22535211267606,3.0,2.072925815415978,0
Titanic,Romance,195,113.0,57.948717948717956,6.0,1.2500689724767005,0
Fight Club,Drama,139,18.0,12.949640287769784,7.0,1.4793111950844822,-1
Inception,Ciencia Ficcion,148,27.0,18.243243243243242,10.0,2.6768643105834995,0
The Lord of the Rings,Fantasia,178,39.0,21.910112359550563,2.0,3.8963120153832556,0
The Matrix,Ciencia Ficcion,136,117.0,86.02941176470588,1.0,4.667104044737007,1
The Godfather,Crimen,175,22.0,12.571428571428573,1.0,3.0181855269359743,0
Pulp Fiction,Crimen,154,63.0,40.909090909090914,1.0,4.844577870107878,1
Gladiator,Accion,155,57.0,36.774193548387096,5.0,1.5661775901051778,-1
The Matrix,Ciencia Ficcion,136,122.0,89.70588235294117,3.0,5.0,1
The Godfather,Crimen,175,105.0,60.0,0.0,3.7808764445355028,0
Gladiator,Accion,155,3.0,1.935483870967742,0.0,1.617711044576824,-1
Pulp Fiction,Crimen,154,32.0,20.77922077922078,4.0,3.1876593341402577,0
The Shawshank Redemption,Suspenso,144,41.0,28.47222222222222,2.0,4.469604199230154,1
Coco,Infantil,105,63.0,60.0,0.0,2.9873024580290686,0
Fight Club,Drama,139,3.0,2.158273381294964,2.0,4.5755832282998,1
Avengers: Endgame,Accion,181,94.0,51.93370165745856,1.0,2.1033825383642912,0
Interstellar,Ciencia Ficcion,169,58.0,34.319526627218934,8.0,4.2111711122152835,1
Avengers: Endgame,Accion,181,21.0,11.602209944751381,6.0,5.0,1
Interstellar,Ciencia Ficcion,169,3.0,1.7751479289940828,1.0,2.1179895413014123,0
The Shawshank Redemption,Suspenso,144,101.0,70.13888888888889,2.0,4.880690958170172,1
The Matrix,Ciencia Ficcion,136,42.0,30.88235294117647,1.0,1.8108427374363032,-1
Titanic,Romance,195,45.0,23.076923076923077,1.0,3.38072754245128,0
The Shawshank Redemption,Suspenso,144,144.0,100.0,1.0,3.2832760138987576,1
The Shawshank Redemption,Suspenso,144,24.0,16.666666666666664,5.0,1.9833323217946064,-1
La La Land,Musical,128,95.0,74.21875,3.0,1.7885462260105673,0
The Lord of the Rings,Fantasia,178,74.0,41.57303370786517,4.0,4.6213530957892175,1
The Godfather,Crimen,175,119.0,68.0,5.0,3.073244026541442,0
Titanic,Romance,195,45.0,23.076923076923077,1.0,3.3596799528992873,0
The Lord of the Rings,Fantasia,178,111.0,62.35955056179775,3.0,3.2522112600742927,0
The Lord of the Rings,Fantasia,178,30.0,16.853932584269664,1.0,1.4623457950778116,-1
The Godfather,Crimen,175,162.0,92.57142857142857,6.0,2.5765325420858636,1
Avengers: Endgame,Accion,181,76.0,41.988950276243095,5.0,3.2700450492000033,0
Pulp Fiction,Crimen,154,68.0,44.15584415584416,1.0,2.8255562607027325,0
Fight Club,Drama,139,7.0,5.0359712230215825,0.0,2.0468318262355703,-1
The Lord of the Rings,Fantasia,178,82.0,46.06741573033708,7.0,3.3911912788806866,0
The Godfather,Crimen,175,22.0,12.571428571428573,6.0,4.042256218186042,1
La La Land,Musical,128,31.0,24.21875,0.0,1.2411221951708293,-1
Pulp Fiction,Crimen,154,67.0,43.506493506493506,4.0,4.702059641707464,1
Forrest Gump,Drama,142,38.0,26.76056338028169,3.0,3.337715049867138,0
The Shawshank Redemption,Suspenso,144,21.0,14.583333333333334,1.0,1.782581984436717,-1
The Shawshank Redemption,Suspenso,144,85.0,59.02777777777778,0.0,1.310453231094145,0
The Matrix,Ciencia Ficcion,136,42.0,30.88235294117647,0.0,4.668985558075226,1
The Lord of the Rings,Fantasia,178,76.0,42.69662921348314,4.0,4.256779103014995,0
Forrest Gump,Drama,142,91.0,64.08450704225352,1.0,4.2512818104135235,0
The Matrix,Ciencia Ficcion,136,95.0,69.85294117647058,1.0,3.6512997448576976,0
Coco,Infantil,105,83.0,79.04761904761905,4.0,1.0222117151417556,0
The Lord of the Rings,Fantasia,178,76.0,42.69662921348314,0.0,1.8639783443355513,0
Gladiator,Accion,155,49.0,31.61290322580645,6.0,1.1684007185310032,-1
La La Land,Musical,128,125.0,97.65625,4.0,3.285895273605926,1
Pulp Fiction,Crimen,154,108.0,70.12987012987013,6.0,1.636929656357207,0
Avengers: Endgame,Accion,181,14.0,7.734806629834254,0.0,2.3457732079344074,-1
Pulp Fiction,Crimen,154,69.0,44.8051948051948,4.0,5.0,1
Titanic,Romance,195,173.0,88.71794871794872,8.0,4.010415265035467,1
The Shawshank Redemption,Suspenso,144,9.0,6.25,0.0,3.953939553916351,1
The Dark Knight,Accion,152,76.0,50.0,5.0,5.0,1
Avengers: Endgame,Accion,181,50.0,27.624309392265197,0.0,4.237523039838137,1
Gladiator,Accion,155,64.0,41.29032258064516,6.0,1.7406971527855184,0
Pulp Fiction,Crimen,154,39.0,25.324675324675322,5.0,4.5381127372692065,1
Coco,Infantil,105,30.0,28.57142857142857,0.0,2.0206609890942824,-1
The Godfather,Crimen,175,64.2146,36.69405714285715,2.0,3.1238900862268255,0
La La Land,Musical,128,8.0,6.25,0.0,4.683676687302927,1
The Shawshank Redemption,Suspenso,144,91.0,63.19444444444444,5.0,3.6910222021253283,0
The Matrix,Ciencia Ficcion,136,55.0,40.44117647058824,3.0,2.6907855374452754,0
La La Land,Musical,128,128.0,100.0,12.0,2.59283651770198,1
Forrest Gump,Drama,142,96.0,67.6056338028169,0.0,3.020966940894085,0
The Matrix,Ciencia Ficcion,136,11.0,8.088235294117647,0.0,3.8663931588041405,0
The Lord of the Rings,Fantasia,178,111.0,62.35955056179775,2.0,3.1043863746941267,0
Interstellar,Ciencia Ficcion,169,11.0,6.508875739644971,3.0,5.0,1
La La Land,Musical,128,128.0,100.0,2.0,2.140479311430927,1
La La Land,Musical,128,91.0,71.09375,0.0,1.7498169182127459,0
The Dark Knight,Accion,152,104.0,68.42105263157895,4.0,4.379892633360041,1
Pulp Fiction,Crimen,154,73.0,47.4025974025974,1.0,3.1571940920569563,0
Fight Club,Drama,139,61.0,43.884892086330936,0.0,1.0290690233897162,0
Inception,Ciencia Ficcion,148,104.0,70.27027027027027,3.0,1.702737828248819,0
The Dark Knight,Accion,152,120.0,78.94736842105263,4.0,2.5581260621711044,0
Titanic,Romance,195,43.0,22.05128205128205,0.0,3.5200005376844596,0
The Lord of the Rings,Fantasia,178,54.0,30.337078651685395,0.0,2.206284235958936,-1
The Shawshank Redemption,Suspenso,144,132.0,91.66666666666666,0.0,1.2706121347174786,1
Avengers: Endgame,Accion,181,14.0,7.734806629834254,3.0,3.2372494581695053,0
Pulp Fiction,Crimen,154,56.0,36.36363636363637,2.0,2.9638597898463424,0
Forrest Gump,Drama,142,81.0,57.04225352112676,6.0,1.5921303759444823,0
Avengers: Endgame,Accion,181,21.0,11.602209944751381,6.0,1.809737153391169,-1
Pulp Fiction,Crimen,154,33.0,21.428571428571427,8.0,4.93043749905645,1
Avengers: Endgame,Accion,181,142.0,78.45303867403315,1.0,3.830942405361091,0
Avengers: Endgame,Accion,181,140.0,77.34806629834254,3.0,4.238627796863625,1
Inception,Ciencia Ficcion,148,64.0,43.24324324324324,4.0,3.338778746136968,0
Titanic,Romance,195,48.0,24.615384615384617,6.0,3.959509550650423,0
Forrest Gump,Drama,142,96.0,67.6056338028169,3.0,3.1449803916592236,0
The Matrix,Ciencia Ficcion,136,5.0,3.6764705882352944,0.0,2.077740751787449,-1
Avengers: Endgame,Accion,181,13.0,7.18232044198895,4.0,2.066249345448459,-1
Forrest Gump,Drama,142,7.0,4.929577464788732,4.0,3.646558139730304,0
Titanic,Romance,195,131.0,67.17948717948717,3.0,3.4328611158721576,0
Coco,Infantil,105,105.0,100.0,5.0,2.795236108220362,1
Avengers: Endgame,Accion,181,73.0,40.331491712707184,1.0,2.9494186681545664,0
La La Land,Musical,128,99.0,77.34375,1.0,3.507565224099067,0
The Dark Knight,Accion,152,14.0,9.210526315789473,9.0,3.4126051930157626,0
The Matrix,Ciencia Ficcion,136,21.0,15.441176470588236,5.0,2.366765151660718,-1
La La Land,Musical,128,116.0,90.625,2.0,4.88355506165828,1
Pulp Fiction,Crimen,154,119.0,77.27272727272727,0.0,1.6982534409286592,0
The Shawshank Redemption,Suspenso,144,16.0,11.11111111111111,10.0,3.2889856810281843,0
Gladiator,Accion,155,103.0,66.45161290322581,3.0,3.1216012438392626,0
The Lord of the Rings,Fantasia,178,36.0,20.224719101123593,1.0,1.791129760093639,-1
The Lord of the Rings,Fantasia,178,48.0,26.96629213483146,4.0,3.2269490453255543,0
The Shawshank Redemption,Suspenso,144,29.0,20.13888888888889,6.0,2.405142482515908,-1
Pulp Fiction,Crimen,154,33.0,21.428571428571427,4.0,4.396725434499417,0
Inception,Ciencia Ficcion,148,49.0,33.108108108108105,2.0,1.571964976133255,-1
The Lord of the Rings,Fantasia,178,84.0,47.19101123595505,8.0,2.843071422382909,0
Gladiator,Accion,155,133.0,85.80645161290322,5.0,2.3732083452700845,1
The Lord of the Rings,Fantasia,178,108.0,60.67415730337079,1.0,1.0,0
Pulp Fiction,Crimen,154,11.0,7.142857142857142,1.0,1.9600761925176087,-1
Fight Club,Drama,139,1.0,0.7194244604316548,2.0,3.7270688739235855,1
The Dark Knight,Accion,152,64.2146,42.24644736842105,0.0,1.2446686607081046,0
Fight Club,Drama,139,51.0,36.69064748201439,5.0,2.5752210994048466,0
The Lord of the Rings,Fantasia,178,76.0,42.69662921348314,4.0,4.198620913966792,1
The Matrix,Ciencia Ficcion,136,41.0,30.14705882352941,3.0,1.9684167578588165,-1
Interstellar,Ciencia Ficcion,169,55.0,32.544378698224854,7.0,1.6269007943850868,-1
Pulp Fiction,Crimen,154,103.0,66.88311688311688,4.0,2.9821713576033995,0
The Godfather,Crimen,175,43.0,24.571428571428573,1.0,2.517682333777753,0
Coco,Infantil,105,55.0,52.38095238095239,3.0,2.8446368800638924,0
The Godfather,Crimen,175,95.0,54.285714285714285,1.0,4.963513982781662,1
Avengers: Endgame,Accion,181,13.0,7.18232044198895,4.0,3.419098096268794,0
Forrest Gump,Drama,142,124.0,87.32394366197182,1.0,3.8139599382149916,1
The Shawshank Redemption,Suspenso,144,16.0,11.11111111111111,0.0,1.6421105890604555,-1
Avengers: Endgame,Accion,181,8.0,4.41988950276243,1.0,2.9460872280355,0
The Shawshank Redemption,Suspenso,144,78.0,54.166666666666664,4.0,4.04237963505741,1
Coco,Infantil,105,49.0,46.666666666666664,0.0,2.8787412098047866,0
Titanic,Romance,195,84.0,43.07692307692308,4.0,4.542997933087962,1
The Shawshank Redemption,Suspenso,144,144.0,100.0,4.0,1.380047034777998,1
Fight Club,Drama,139,131.0,94.24460431654677,1.0,2.0585012265428677,1
The Dark Knight,Accion,152,152.0,100.0,0.0,2.0956039493519634,1
Pulp Fiction,Crimen,154,11.0,7.142857142857142,2.0,1.0,-1
Inception,Ciencia Ficcion,148,79.0,53.37837837837838,1.0,4.00383164338991,1
Forrest Gump,Drama,142,62.0,43.66197183098591,4.0,3.5445194529988573,0
The Matrix,Ciencia Ficcion,136,57.0,41.911764705882355,0.0,2.9752187116666513,0
Gladiator,Accion,155,3.0,1.935483870967742,2.0,3.4878016868139023,0
The Matrix,Ciencia Ficcion,136,126.0,92.64705882352942,1.0,1.536640014997168,1
Pulp Fiction,Crimen,154,11.0,7.142857142857142,0.0,3.402336028777061,0
Interstellar,Ciencia Ficcion,169,93.0,55.02958579881657,0.0,4.996617381200235,1
The Shawshank Redemption,Suspenso,144,99.0,68.75,4.0,4.352615000418337,0
Titanic,Romance,195,141.0,72.3076923076923,0.0,1.0,0
Gladiator,Accion,155,107.0,69.03225806451613,1.0,3.080609562022322,0
La La Land,Musical,128,90.0,70.3125,0.0,1.3435674812400449,0
Fight Club,Drama,139,15.0,10.79136690647482,4.0,3.0045348716566327,0
La La Land,Musical,128,88.0,68.75,6.0,4.718825886961353,1
Pulp Fiction,Crimen,154,104.0,67.53246753246754,4.0,3.0506703875001695,0
Avengers: Endgame,Accion,181,88.0,48.61878453038674,0.0,1.1674934044203191,0
Interstellar,Ciencia Ficcion,169,139.0,82.24852071005917,3.0,1.3559394354276142,1
Fight Club,Drama,139,45.0,32.37410071942446,4.0,3.3941932565620463,0
Interstellar,Ciencia Ficcion,169,100.0,59.171597633136095,4.0,2.3156329534010354,0
The Shawshank Redemption,Suspenso,144,59.0,40.97222222222222,5.0,3.3556362657293373,0
The Lord of the Rings,Fantasia,178,79.0,44.38202247191011,7.0,4.263235527843499,1
Fight Club,Drama,139,112.0,80.57553956834532,0.0,1.6048424064095466,1
The Dark Knight,Accion,152,19.0,12.5,1.0,1.0,-1
La La Land,Musical,128,5.0,3.90625,0.0,4.423115693558358,1
The Godfather,Crimen,175,107.0,61.142857142857146,1.0,4.505224996711627,1
The Matrix,Ciencia Ficcion,136,70.0,51.470588235294116,2.0,1.8412188540228813,0
The Dark Knight,Accion,152,33.0,21.710526315789476,4.0,2.113034475117894,-1
Gladiator,Accion,155,32.0,20.64516129032258,6.0,1.3301575419182374,-1
Forrest Gump,Drama,142,95.0,66.90140845070422,3.0,1.2201509234335248,0
The Lord of the Rings,Fantasia,178,167.0,93.82022471910112,2.0,4.092243686036879,1
The Godfather,Crimen,175,4.0,2.2857142857142856,0.0,1.1388894843036672,-1
The Dark Knight,Accion,152,98.0,64.47368421052632,2.0,1.420884782240584,0
Pulp Fiction,Crimen,154,53.0,34.41558441558442,4.0,4.082537567430162,1
Interstellar,Ciencia Ficcion,169,79.0,46.74556213017752,1.0,3.148488821214019,0
Gladiator,Accion,155,150.0,96.7741935483871,2.0,5.0,1
Avengers: Endgame,Accion,181,34.0,18.784530386740332,0.0,3.9755722281578607,0
Pulp Fiction,Crimen,154,118.0,76.62337662337663,0.0,2.219455776907171,0
The Godfather,Crimen,175,2.0,1.1428571428571428,0.0,4.307589841510933,1
Titanic,Romance,195,55.0,28.205128205128204,2.0,4.146723459368906,1
Interstellar,Ciencia Ficcion,169,93.0,55.02958579881657,1.0,2.629397269575603,0
Coco,Infantil,105,4.0,3.8095238095238098,4.0,5.0,1
La La Land,Musical,128,10.0,7.8125,4.0,3.8029168921371195,0
Gladiator,Accion,155,40.0,25.806451612903224,6.0,3.11034299002441,0
Forrest Gump,Drama,142,89.0,62.676056338028175,3.0,4.393258287449942,1
The Godfather,Crimen,175,55.0,31.428571428571427,7.0,3.553650881180216,0
Gladiator,Accion,155,1.0,0.6451612903225806,5.0,2.8195265570676615,0
Coco,Infantil,105,105.0,100.0,4.0,2.754870112583805,1
The Dark Knight,Accion,152,102.0,67.10526315789474,5.0,4.0760580441619645,0
Avengers: Endgame,Accion,181,83.0,45.85635359116022,3.0,1.0,0
Gladiator,Accion,155,128.0,82.58064516129032,2.0,2.1660855575962357,1
La La Land,Musical,128,89.0,69.53125,2.0,1.14864615104519,0
Avengers: Endgame,Accion,181,134.0,74.03314917127072,1.0,1.8053565845251858,0
The Godfather,Crimen,175,117.0,66.85714285714286,5.0,2.1481934026583778,0
La La Land,Musical,128,23.0,17.96875,5.0,2.042548390929318,-1
The Lord of the Rings,Fantasia,178,98.0,55.0561797752809,7.0,1.2311195436390636,0
The Shawshank Redemption,Suspenso,144,41.0,28.47222222222222,0.0,4.102722899796372,1
The Lord of the Rings,Fantasia,178,69.0,38.764044943820224,0.0,1.4855585797575852,-1
The Dark Knight,Accion,152,91.0,59.86842105263158,0.0,2.9781599695435053,0
Pulp Fiction,Crimen,154,28.0,18.181818181818183,2.0,1.2348609475776162,-1
The Godfather,Crimen,175,68.0,38.857142857142854,1.0,1.913030763749886,-1
The Shawshank Redemption,Suspenso,144,60.0,41.66666666666667,3.0,2.2870866942073937,0
Inception,Ciencia Ficcion,148,40.0,27.027027027027028,0.0,2.588933562677693,0
Forrest Gump,Drama,142,28.0,19.718309859154928,3.0,2.5108128598422508,-1
The Shawshank Redemption,Suspenso,144,61.0,42.36111111111111,6.0,1.8941060346614935,0
Inception,Ciencia Ficcion,148,103.0,69.5945945945946,7.0,4.867465311385175,1
Titanic,Romance,195,36.0,18.461538461538463,3.0,1.4347000913975032,-1
Titanic,Romance,195,13.0,6.666666666666667,1.0,4.971261743180157,1
The Matrix,Ciencia Ficcion,136,117.0,86.02941176470588,5.0,3.872121287235623,1
Interstellar,Ciencia Ficcion,169,99.0,58.57988165680473,1.0,1.4837324968034569,0
Coco,Infantil,105,100.0,95.23809523809523,1.0,3.1248986944188664,1
The Shawshank Redemption,Suspenso,144,123.0,85.41666666666666,0.0,2.703633645626363,1
Fight Club,Drama,139,100.0,71.94244604316546,5.0,3.4521613401624234,0
Forrest Gump,Drama,142,38.0,26.76056338028169,6.0,4.174319583978344,1
The Shawshank Redemption,Suspenso,144,99.0,68.75,2.0,2.628311656514079,0
Inception,Ciencia Ficcion,148,68.0,45.94594594594595,2.0,3.0383265618554027,0
Coco,Infantil,105,63.0,60.0,0.0,2.715118539393682,0
Fight Club,Drama,139,116.0,83.45323741007195,1.0,4.878808592127918,1
Forrest Gump,Drama,142,39.0,27.464788732394368,1.0,1.67777668273612,-1
Fight Club,Drama,139,26.0,18.705035971223023,7.0,5.0,1
The Dark Knight,Accion,152,104.0,68.42105263157895,3.0,2.7214823305580658,0
Inception,Ciencia Ficcion,148,13.0,8.783783783783784,2.0,4.161293468917964,0
Titanic,Romance,195,59.0,30.256410256410255,0.0,4.766765501379707,1
Gladiator,Accion,155,16.0,10.32258064516129,7.0,1.5305337767776472,-1
The Dark Knight,Accion,152,123.0,80.92105263157895,2.0,3.393439326299009,1
Forrest Gump,Drama,142,5.0,3.5211267605633805,3.0,5.0,1
Forrest Gump,Drama,142,101.0,71.12676056338029,3.0,3.0031385042265466,0
The Godfather,Crimen,175,22.0,12.571428571428573,3.0,2.6130574656787524,0
Inception,Ciencia Ficcion,148,63.0,42.567567567567565,0.0,3.2085202175043843,0
The Matrix,Ciencia Ficcion,136,5.0,3.6764705882352944,3.0,2.3511131086378247,0
The Matrix,Ciencia Ficcion,136,106.0,77.94117647058823,5.0,1.1300397992297202,0
Forrest Gump,Drama,142,4.0,2.8169014084507045,6.0,4.3000110639450195,1
Coco,Infantil,105,57.0,54.285714285714285,1.0,3.9375084441156423,1
La La Land,Musical,128,128.0,100.0,7.0,2.1617886487471325,1
La La Land,Musical,128,120.0,93.75,2.0,4.581378621329158,1
La La Land,Musical,128,1.0,0.78125,3.0,2.3170104475911395,0
La La Land,Musical,128,4.0,3.125,3.0,2.0784661177702484,-1
The Matrix,Ciencia Ficcion,136,94.0,69.11764705882352,1.0,1.0,0
Interstellar,Ciencia Ficcion,169,40.0,23.668639053254438,0.0,3.214417769946452,0
Titanic,Romance,195,64.0,32.82051282051282,4.0,3.001330005226545,0
The Godfather,Crimen,175,82.0,46.85714285714286,2.0,3.8522767902814685,0
Forrest Gump,Drama,142,41.0,28.87323943661972,2.0,3.4192335713858277,0
The Matrix,Ciencia Ficcion,136,55.0,40.44117647058824,4.0,2.6632870570139846,0
Inception,Ciencia Ficcion,148,54.0,36.486486486486484,4.0,1.6904699410491932,-1
The Lord of the Rings,Fantasia,178,21.0,11.797752808988763,6.0,2.2531369743143275,-1
The Matrix,Ciencia Ficcion,136,136.0,100.0,1.0,3.3948017324933586,1
Coco,Infantil,105,103.0,98.09523809523809,0.0,3.2544159071797436,1
Forrest Gump,Drama,142,133.0,93.66197183098592,0.0,1.628545342010752,1
Titanic,Romance,195,75.0,38.46153846153847,2.0,3.9415216463449263,0
Fight Club,Drama,139,22.0,15.827338129496402,0.0,3.4012485775577757,0
Avengers: Endgame,Accion,181,158.0,87.29281767955801,3.0,2.4129164436173673,1
Forrest Gump,Drama,142,64.2146,45.22154929577465,5.0,2.625074892209202,0
Pulp Fiction,Crimen,154,55.0,35.714285714285715,5.0,1.89192854015222,-1
Forrest Gump,Drama,142,35.0,24.647887323943664,3.0,3.036461650263682,0
Inception,Ciencia Ficcion,148,21.0,14.18918918918919,2.0,3.7839537114711352,0
Inception,Ciencia Ficcion,148,49.0,33.108108108108105,3.0,3.254917182042403,0
Gladiator,Accion,155,19.0,12.258064516129032,3.0,2.6420007611408387,-1
